x,y,wind_speed,wind_direction,temperature,humidity,precipitation,phase,air_pressure
0,0,4.501995074685427,192.88347595881294,17.88710988078787,0.7545058520078274,17.180737274816067,rain,101614.92108464532
0,1,4.682134114028644,192.66711237794323,17.817096119902523,0.7564268569157679,17.333930679290127,rain,101480.52950100022
0,2,4.88838954423465,192.4088309501434,17.68957217447525,0.7604234425508474,17.512615887617663,rain,101269.75171501529
0,3,4.787940647551487,192.34323349485302,17.530437027346444,0.7662134409627478,17.616776469191777,rain,101162.9820617554
0,4,4.56412031865953,192.5186677515102,17.37615605186863,0.7723754823639233,17.6524100938222,rain,101256.80591030292
0,5,4.624417944654999,192.5252350000824,17.251366993041156,0.7766053243255948,17.65975232583322,rain,101307.67666347462
0,6,4.913936071959896,191.66008524469692,17.143603661178933,0.7772458434194536,17.65309085062745,rain,101243.54861061496
0,7,4.934770394341682,189.53141718527755,17.02052040063327,0.7746115491127401,17.67159017720543,rain,101117.63438811552
0,8,4.827218104094289,186.2751686383941,16.87878660243893,0.7705878953411638,17.831095114789534,rain,100972.10072622084
0,9,4.923849692744721,182.16128962280595,16.76006595335977,0.7672300591375423,18.244948536442358,rain,100998.347853121
0,10,4.972439191408068,177.48258617290713,16.715532390866507,0.7659467306346925,18.86052430328429,rain,101120.79352605614
0,11,4.866056144283823,173.06858608027957,16.76425200074674,0.767226984976473,19.41903081328373,rain,101140.97332330723
0,12,4.735630033174834,170.357140096504,16.881693103198113,0.7701772235370126,19.657201462822737,rain,101067.91271839637
0,13,4.606520260045869,170.21394931893516,17.012799805437268,0.7725809208366097,19.55665950737087,rain,100997.7580477118
0,14,4.500124339275905,171.76088817397314,17.099084029352383,0.7723114601147824,19.33693702183912,rain,100965.74718493728
0,15,4.484272987366904,173.07606779351784,17.118126895064,0.7688402746935883,19.196768597997156,rain,101074.97033335984
0,16,4.663536091529819,173.1538672264168,17.10742430125874,0.7631528953491011,19.12376132204706,rain,101208.81566386939
0,17,4.748471687232078,172.7634290786139,17.13278195217012,0.756676005964688,18.960487579201352,rain,101200.53092368381
0,18,4.658144892479475,173.46116356222555,17.221611422301535,0.750738739618077,18.597049054006035,rain,101136.51506438055
0,19,4.783152772135814,176.0064440143547,17.336762593704414,0.7465376151711218,18.08341774504339,rain,101053.20568767993
0,20,5.005450830773632,179.73421603322353,17.424068563858704,0.7448913525466754,17.59008343032054,rain,101057.2821912232
0,21,5.083781493158743,183.3385133891915,17.469349770122854,0.7459421231844188,17.270986249124995,rain,101159.10929650006
0,22,4.945366321327281,185.93673315533948,17.49334058157586,0.7490986523643108,17.163741703146822,rain,101299.47402577728
0,23,4.541077787132433,187.22471253488555,17.506766712165497,0.7531000023478351,17.20988572011796,rain,101465.8274584497
0,24,4.216385058337549,187.10452572304578,17.50136601615289,0.7563835682278289,17.31970620783371,rain,101438.73782698372
0,25,4.126205178507888,185.65466090081563,17.482318931228086,0.7579224703653016,17.39230357435502,rain,101220.64664750686
0,26,4.15800949424593,183.3331068336344,17.477592454634866,0.757668142555188,17.339610176366,rain,101120.2589036501
0,27,4.225284186361747,180.83330832871314,17.502109143685292,0.7560488133141474,17.156590091406038,rain,101139.83333205528
0,28,4.299014235131646,178.63930039239975,17.533018603888678,0.7535347057038396,16.95738879079563,rain,101147.84031032697
0,29,4.500360875237481,176.81585298596167,17.53656125407858,0.751056579279621,16.909189198993943,rain,101151.98942289205
0,30,4.695236799909746,175.24440352951726,17.508462731012457,0.7501203863439501,17.124672581027777,rain,101150.18970965582
0,31,4.64336812370377,174.1101929259944,17.473050468513,0.7515842375459939,17.60073067902033,rain,101133.50842268756
0,32,4.668354113357415,174.01055360105732,17.449967203735373,0.7546668159291483,18.21627924441676,rain,101126.99678753359
0,33,4.888036459105308,175.41103266920794,17.437510431252342,0.7579089131151813,18.76973695551941,rain,101100.89125985149
0,34,4.9115379772790115,178.0821849695205,17.420217423367085,0.7606999163558741,19.0834768404971,rain,101124.98087685883
0,35,4.876999474278929,181.14465116902593,17.377975192592146,0.7632672835610269,19.134305883512912,rain,101243.78556236246
0,36,4.838373931576607,183.542309474473,17.300640149731127,0.7657945925391604,19.046634673456083,rain,101332.47465891909
0,37,4.846274268863247,184.53392139334,17.210609441564458,0.7682213974877492,18.92336873776457,rain,101263.62063900774
0,38,4.760363873305907,183.94994464904832,17.16293299881848,0.7703198686687287,18.733779780097528,rain,101127.65571184768
0,39,4.589914441701122,182.1168906871369,17.20829561872865,0.7713032836268785,18.400503723774463,rain,101113.93463008828
0,40,4.611328455549273,179.5671257377178,17.3522315404578,0.7696960182017685,17.934475890267088,rain,101231.6576874609
0,41,4.809518110934629,176.9105236030925,17.544448129736978,0.7643184690085246,17.433973553153223,rain,101327.65419384469
0,42,4.9831051976814535,174.82630702818633,17.699693272788075,0.7557920171247806,17.010574211954687,rain,101303.24863473568
0,43,5.067716553999671,173.83075056708267,17.74231846734139,0.747049639197354,16.780449335225246,rain,101285.09251909892
0,44,5.0208557031973715,173.94746796132594,17.65795660007438,0.7418365443954393,16.860004549155583,rain,101272.30213172527
0,45,4.747512010243884,174.71946424664617,17.509261868174363,0.7421424943599995,17.24412766459801,rain,101194.72164125036
0,46,4.614777237850738,175.5766903768221,17.389849779290373,0.7467956712913331,17.69276599060553,rain,101153.90752740562
0,47,4.716053891620918,176.21100128474504,17.35857476819146,0.7523261269472459,17.871471975219936,rain,101216.06249333594
0,48,4.666163746165596,176.60837684782177,17.4160739903068,0.755243423032208,17.677979124677016,rain,101290.18737271203
0,49,4.516056531977522,176.8873141504809,17.530771405930874,0.7541800531691323,17.36450473754628,rain,101375.59223276847
0,50,4.555521464348128,177.34511619948503,17.671073838378167,0.7506853224929247,17.282154936659836,rain,101479.53343849603
0,51,4.611546136002465,178.58082585921375,17.81386078909692,0.7477425724277176,17.543707616089765,rain,101570.36649559827
0,52,4.483198591317844,181.12529308668257,17.935002938201126,0.7467211405394876,17.958887983863807,rain,101533.54656619376
0,53,4.627758370835211,184.75061142465103,18.003601753805835,0.7458519413281055,18.24989739143923,rain,101505.35878371797
0,54,4.897592940173817,188.36614244938363,17.99399486746392,0.7424229374404538,18.307687976031993,rain,101581.02345440173
0,55,4.91415879104577,190.82681512252086,17.90699288157424,0.7364132398224714,18.26926876740333,rain,101608.3406644432
0,56,4.701326864854098,191.84382518015713,17.77721796847215,0.731149810658204,18.34588185080718,rain,101534.47913910056
0,57,4.558420500890655,192.06545418568203,17.652802306169676,0.7300202150056718,18.58000865958086,rain,101374.29406404408
0,58,4.77314398451464,192.23396602719868,17.5658710064641,0.7328882733509757,18.829179591883197,rain,101172.26361479925
0,59,5.086437834833948,192.45637505545236,17.523965383483425,0.73611235783691,18.965233016690554,rain,101056.37209831265
1,0,4.626388030756708,187.3156568738664,17.759729532104764,0.7553135872820806,17.67082345527565,rain,101503.79305426759
1,1,4.835041087835032,187.2888451044178,17.708640197925483,0.7567062314930291,17.736390834793465,rain,101396.90355616137
1,2,5.04680946433902,187.42582627855876,17.617621490546398,0.7597666098596598,17.78702267503001,rain,101219.55392258696
1,3,4.975571442091726,188.0042860669936,17.505928055567963,0.7644329920343029,17.77646291834639,rain,101125.04174985513
1,4,4.795210801453943,189.11241389034126,17.397804953080698,0.7695883833303869,17.740263650035473,rain,101218.8754576973
1,5,4.812286810511456,190.30070523103478,17.30718579972868,0.7732857633181007,17.720423755093375,rain,101289.83910447216
1,6,4.981432013719419,190.69296032957118,17.219951306138974,0.7741356248813167,17.710832009615828,rain,101230.38748567889
1,7,4.925692873853581,189.65824219354246,17.11048706487658,0.7723917988805291,17.720935830522087,rain,101101.24322253294
1,8,4.760861582846369,187.18828971672073,16.98202945235151,0.7694895919690021,17.850143708732215,rain,101004.27690514876
1,9,4.806044453308683,183.5848734583311,16.874765796437117,0.7669381488915383,18.220690508819093,rain,101055.92015970295
1,10,4.953514547008529,179.2807151347129,16.831061383014937,0.765887328944149,18.799856138271647,rain,101146.33779797688
1,11,5.005875877909251,175.22737448522284,16.86303375805837,0.7669595969881962,19.335571306108207,rain,101142.77970919837
1,12,4.93382058566836,172.87015661771034,16.949263416564204,0.7696183638346913,19.55045493146679,rain,101103.98195134959
1,13,4.750304818132857,172.96697498335746,17.046429511731986,0.7719932684659201,19.40854751712019,rain,101039.02210657945
1,14,4.647759518810026,174.55640301736,17.10807993027207,0.7720878825777375,19.132754138643122,rain,101009.60022706242
1,15,4.720753861133087,175.7819583575106,17.117868408191395,0.7692024998549909,18.947793233456746,rain,101122.87901846142
1,16,4.896592401175605,175.70019622698044,17.112641958787837,0.7639979023640343,18.8645432763021,rain,101255.55805220644
1,17,4.9329432069340005,174.9537523120254,17.15295411419296,0.7576911737910941,18.726947001603317,rain,101245.36410342884
1,18,4.780493750648422,174.93822409815454,17.259958855565735,0.7516200399569024,18.41391683122329,rain,101162.93823724064
1,19,4.815250165285155,176.48673249302368,17.393108913555206,0.7470568581517013,17.968875822054823,rain,101134.01601897375
1,20,5.043459545365206,179.24699896203012,17.498151947434593,0.7447898368632837,17.559720706057465,rain,101210.63691442568
1,21,5.171842862413647,182.1710360192767,17.56107641183963,0.7448905108741406,17.333321485978644,rain,101309.39580244606
1,22,5.013440091205402,184.3531814853615,17.600194451554017,0.7469049501642444,17.316317426325377,rain,101388.00568677406
1,23,4.617830584302554,185.34282026670482,17.62111483891672,0.7499943072554021,17.438004393328697,rain,101466.80520074544
